ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
8.7838,-2.9336,-5.0486,8.3115,-4.3173,-2.9069,-0.9939,-1.5385,1.3549,0.0834,-0.9512,-0.3118,0,-4.01,30.88,4.65,7.61,26.12,-109.28,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,7-Mar,45506,2022-10-28 13:53:14:929,
8.0943,-5.0097,1.491,8.8212,-4.1517,-1.0579,-0.8025,-0.4677,3.5475,1.2205,0.2527,-0.061,0,-4.63,13.86,-20.19,298.44,25.63,-93.37,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,7-Mar,46006,2022-10-28 13:53:15:429,
10.5706,-3.0712,-2.5196,8.3591,-3.7376,-3.5108,1.4951,1.7522,0.1202,1.5272,-1.1507,-0.7964,1.3,-8.76,-3.88,-26.68,263.35,23.57,-110.19,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,7-Mar,46506,2022-10-28 13:53:15:929,
6.0748,-3.5198,-3.047,8.6178,-3.6249,-2.9604,-2.8138,1.6601,0.2568,0.6479,0.0638,-0.439,0,-8.48,-17.29,-15.71,226.76,21.69,-108.96,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,6-Mar,47006,2022-10-28 13:53:16:429,
5.8555,-1.8529,-3.772,8.4694,-4.006,-2.8969,-2.9043,1.2416,-0.1618,0.3279,0.047,0.1788,0,-0.22,-19.24,-6.81,201.97,24.11,-108.88,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,6-Mar,47505,2022-10-28 13:53:16:928,
6.6861,-4.0235,-1.4234,7.9448,-5.1949,-2.4626,-0.8328,1.205,0.3075,2.4093,-0.8216,-0.4333,0,7.58,-9.88,7.33,122.45,31.04,-109.89,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,0 / 6,48006,2022-10-28 13:53:17:429,
10.2888,-2.2756,0.4382,8.246,-4.2115,-3.2307,2.1016,1.4988,3.4352,-0.5615,-0.5595,-0.2201,0,10.8,1.18,14.1,79.65,26.6,-111.94,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,0 / 6,48506,2022-10-28 13:53:17:929,
7.2257,-1.7091,-2.8128,8.1783,-3.9578,-3.6907,-1.4834,1.5533,0.3597,-0.3996,-0.2327,0.2365,0.2,8.44,5.06,22.88,81.33,23.8,-114.29,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,0 / 6,49005,2022-10-28 13:53:18:428,
5.9429,-2.7443,-3.5569,8.4238,-3.8413,-3.2332,-2.6988,0.6713,0.5972,0.0518,0.0832,-0.3786,0.6,7.78,4.61,22.71,79.99,23.06,-111,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,0 / 6,49505,2022-10-28 13:53:18:928,
6.1187,-2.2463,-1.8218,8.7005,-3.3311,-3.0621,-1.2466,1.8519,1.4769,0.1633,0.0653,0.0724,2.2,51.41,-28.84,1.5,120.6,19.72,-109.83,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,0 / 6,50006,2022-10-28 13:53:19:429,
8.4841,-4.4414,-3.5145,8.3072,-4.1279,-3.1814,0.3815,-0.5021,-1.6861,-0.3593,-0.4764,0.4053,0,47.21,-31.44,-3.17,124.93,24.74,-109.96,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,0 / 6,50506,2022-10-28 13:53:19:929,
15.0724,-2.9994,-2.5519,8.7446,-3.5712,-2.6359,4.495,-2.9797,0.9102,0.7098,0.5064,-0.1823,0,41.72,-34.29,-7.2,161.59,21.36,-106.77,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,0 / 6,51005,2022-10-28 13:53:20:428,
7.008,-2.6746,-2.3812,8.5294,-3.5728,-3.2643,-1.3642,2.2119,0.4722,0.8784,-0.3295,-0.0868,0,38.68,-35.78,-7.44,159.06,21.37,-110.94,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,0 / 6,51505,2022-10-28 13:53:20:928,
7.1004,-3.5683,-3.3924,8.6997,-3.7189,-2.5798,-2.7472,0.5834,-0.3964,0.0237,0.3783,-0.3337,0,37.37,-31.35,-4.46,155.7,22.29,-106.52,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,0 / 6,52006,2022-10-28 13:53:21:429,
5.9824,-2.1191,-2.5588,8.6088,-3.701,-2.8916,-2.8124,1.4516,0.3157,-0.5572,-0.026,0.2931,0,37.54,-27.97,-2.36,141.35,22.01,-107.84,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,0 / 6,52506,2022-10-28 13:53:21:929,
5.3605,-2.9273,-2.4954,8.47,-4.0191,-2.8768,-3.4763,0.6608,0.2066,-0.2388,0.1306,-0.3819,0,40.35,-24.67,1.31,118.23,24.19,-108.76,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,0 / 6,53006,2022-10-28 13:53:22:429,
6.4457,-1.7674,-1.4725,8.6936,-3.6074,-2.7528,-0.8403,1.3009,0.5358,0.7266,-0.6165,-0.0082,0,39.77,-25.46,1.28,125.61,21.58,-107.57,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,0 / 6,53506,2022-10-28 13:53:22:929,
8.9827,-2.6237,-1.8811,8.3497,-4.0193,-3.2092,3.4452,-3.0232,-3.9209,0.9502,-1.7077,-0.0795,0,41.38,-19.91,1.99,99.76,24.2,-111.02,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,0 / 6,54006,2022-10-28 13:53:23:429,
15.3802,-3.0673,-1.25,8.4859,-4.1588,-2.6199,7.0165,1.4113,1.324,0.9906,-0.2562,-0.4572,1.1,46.05,2.23,-6.92,19.99,25.87,-108.47,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,0 / 6,54506,2022-10-28 13:53:23:929,
10.1061,-2.3743,0.2596,8.6127,-3.9227,-2.5699,3.5542,0.5338,0.9151,0.3268,-1.3988,-0.0775,0.6,51.9,22.74,-2.91,16.17,23.58,-106.61,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,0 / 6,55006,2022-10-28 13:53:24:429,
7.9484,-4.7521,-4.1318,8.2317,-4.5645,-2.7523,-0.2176,-0.4448,-1.885,0.9241,-0.7343,-0.1833,5,58.63,27.71,-6.21,14.13,27.74,-108.49,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,0 / 6,55506,2022-10-28 13:53:24:929,
7.5736,-2.7688,-3.7334,8.7258,-4.0402,-1.9257,0.2189,0.3813,-1.9325,0.5381,0.0682,-0.2136,0.9,49.63,6,-20.38,342.26,24.33,-102.45,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,0 / 6,56007,2022-10-28 13:53:25:430,
5.9333,-2.983,-2.6563,8.2367,-4.1406,-3.3441,-2.1423,1.0984,0.5816,0.4501,-0.2269,-0.303,0.1,35.57,-20.78,-18.9,250.1,25.5,-111.87,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,0 / 6,56505,2022-10-28 13:53:25:928,
7.5006,-0.8073,-1.1602,8.6617,-3.5129,-2.9673,1.5916,0.8336,0.2741,0.1878,-0.1726,-0.0352,0,27.69,-42.58,-14.34,188.17,20.99,-108.91,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,0 / 6,57006,2022-10-28 13:53:26:429,
8.8205,-2.5932,-3.6616,8.2433,-4.231,-3.2121,-0.1711,-0.5942,-4.3413,0.0888,-1.0138,0.4627,0,27.69,-46.12,-12.58,183.95,25.56,-111.29,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,0 / 6,57505,2022-10-28 13:53:26:928,
14.1344,-2.6644,-6.7095,8.9033,-3.2455,-2.5235,5.0299,-3.8154,1.7206,-0.575,0.0711,-0.3149,0,27.98,-43.56,-10.03,183.58,19.33,-105.82,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,0 / 7,58006,2022-10-28 13:53:27:429,
14.1054,-5.6509,-1.8706,8.6519,-3.7333,-2.7162,5.814,-2.0523,0.8067,0.3228,-0.0929,-0.0559,0,25.59,-40.43,-11.61,187.53,21.51,-107.67,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,0 / 7,58508,2022-10-28 13:53:27:931,
11.3674,-6.1229,-2.2442,8.6041,-3.6539,-2.9645,-2.1731,-0.195,-0.0418,0.1705,-0.226,-0.1798,0,21.32,-30.92,-12.11,192.75,21.88,-109.01,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,0 / 8,59006,2022-10-28 13:53:28:429,
6.763,-2.2615,-2.2283,8.3914,-3.8815,-3.2695,-2.0529,2.1844,0.7694,0.2449,-0.3716,-0.2531,0,18.77,-22.12,-11.74,202.6,23.65,-110.15,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,0 / 8,59506,2022-10-28 13:53:28:929,
11.8729,-6.571,-2.1153,8.5584,-3.5653,-3.1959,-4.4501,-0.1067,1.3471,0.1952,0.0037,-0.2326,0,17.34,-12.97,-8.14,196.27,21.32,-110.48,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,8-Mar,60006,2022-10-28 13:53:29:429,
4.9848,-1.3717,-2.4565,8.5328,-3.7488,-3.051,-2.7164,2.6011,1.206,0.3157,-0.2398,0.0829,0,18.47,-9.47,-5.7,158.91,22.47,-109.68,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,8-Mar,60507,2022-10-28 13:53:29:930,
5.6145,-3.3446,-2.7939,8.6839,-3.4263,-3.0035,-3.1063,0.2398,0.3261,-0.129,0.1871,-0.3028,0,22.05,-5.34,-4.31,45.91,21.63,-109.57,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,8-Mar,61005,2022-10-28 13:53:30:428,
6.0526,-2.2573,-1.9448,8.6573,-3.6541,-2.8051,-2.7748,1.0868,1.3747,-0.4273,0.3076,0.2913,0,21.09,-5.76,-6.54,357.76,21.22,-108.19,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,8-Mar,61506,2022-10-28 13:53:30:929,
6.1675,-3.428,-2.7679,8.5177,-3.9277,-2.8622,-3.4828,0.9784,1.5071,0.7544,-0.2211,-0.5918,0,21.41,-2.18,-14.01,320.29,23.61,-108.57,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,8-Mar,62006,2022-10-28 13:53:31:429,
7.2165,-3.5282,-2.1891,8.7776,-3.5785,-2.5136,2.1265,1.4571,0.5636,-0.8049,-0.7101,0.0877,0,21.6,-1.84,-25.44,294.96,21.4,-105.98,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,8-Mar,62505,2022-10-28 13:53:31:928,
9.2489,-4.0005,1.0792,8.9279,-3.8248,-1.354,-1.0968,-0.5879,1.5831,1.2568,1.2675,0.0589,0,21.69,-7.93,-15.52,284.96,23.37,-104.35,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,8-Mar,63006,2022-10-28 13:53:32:429,
4.815,-5.0486,-2.0447,8.463,-3.5707,-3.4348,-2.4891,-1.4095,0.7825,0.1359,-0.3612,-0.2317,0,15.11,-19.97,-3.82,172.71,21.61,-111.04,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,8-Mar,63506,2022-10-28 13:53:32:929,
7.6854,-1.2105,-3.6185,8.8732,-3.2817,-2.5821,-1.2178,1.6597,-0.3598,0.406,0.3828,0.1733,0,13.95,-33.81,1.09,170,19.55,-106.22,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,8-Mar,64005,2022-10-28 13:53:33:428,
7.0678,-3.0263,-1.6687,8.2515,-4.0038,-3.4716,-0.2982,4.149,1.798,2.2433,-1.1894,-0.2312,0,18.19,-28.24,3.86,151.22,24.1,-112.82,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,8-Mar,64507,2022-10-28 13:53:33:930,
11.3366,-1.1791,0.3514,8.7345,-4.1866,-1.5333,5.51,5.3463,4.2857,-0.0582,-1.1424,-0.4496,0,26.44,-11.17,0.39,60.2,27.25,-97.79,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,8-Mar,65006,2022-10-28 13:53:34:429,
10.7471,-4.4148,-0.2234,8.7114,-3.858,-2.3234,4.4592,-0.0179,1.6245,0.1313,-1.1326,-0.3681,0,19.24,-17.91,6.34,132.46,21.06,-110.08,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,8-Mar,65505,2022-10-28 13:53:34:928,
5.6366,-4.3271,-2.4864,8.6351,-3.4403,-3.1256,-2.1566,-0.744,0.9443,-0.1248,0.0803,-0.2892,0,13.76,-18.6,6.45,143.16,20.54,-109.9,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,8-Mar,66006,2022-10-28 13:53:35:429,
6.3676,-2.6438,-2.5283,8.715,-3.4428,-2.8925,-3.2408,0.6138,0.8331,-0.7768,0.1779,0.3902,0,11.01,-29.57,5.83,159.94,20.55,-108.36,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,8-Mar,66506,2022-10-28 13:53:35:929,
5.8762,-4.2218,-2.7126,8.2583,-4.227,-3.1786,-2.5379,0.7959,0.1984,-0.0689,0.0948,-0.0609,0,11.72,-31.44,7.44,155.5,26.15,-111.87,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,8-Mar,67006,2022-10-28 13:53:36:429,
15.5055,-3.1316,-6.4014,8.8365,-3.2728,-2.7156,8.973,-0.9041,-2.3891,0.1442,0.9637,-0.1128,0,10.65,-32.42,8.16,158.76,19.67,-105.15,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,8-Mar,67507,2022-10-28 13:53:36:930,
17.5295,-10.7327,-4.995,8.5039,-4.2003,-2.4925,6.2362,-3.5343,0.2341,0.6839,0.4673,-0.1279,0,10.41,-27.11,4.26,162.24,25.36,-106.34,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,8-Mar,68007,2022-10-28 13:53:37:430,
13.3651,-6.475,-2.3581,8.7688,-3.3735,-2.8104,-2.817,-0.5227,0.5935,0.7265,0.5363,-0.2369,0,13.89,-18.79,4.03,149.42,20.12,-107.77,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,8-Mar,68506,2022-10-28 13:53:37:929,
11.9459,-5.0309,-2.3291,8.5025,-3.8375,-3.0252,-1.3015,3.9743,0.173,0.8233,-0.6816,-0.3438,0,17.44,-11.06,0.66,120.98,23.04,-109.59,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,8-Mar,69006,2022-10-28 13:53:38:429,
6.0257,-3.5297,-2.5989,8.6135,-3.3321,-3.2977,-2.2442,-0.4995,0.5259,-0.0513,-0.0432,-0.2793,0,21.13,-3.52,-1.63,54.91,20.54,-108.91,0,35.95832,-83.92443,820.25,NaN,0,23.290382,,8-Mar,69506,2022-10-28 13:53:38:929,
